Date,Hour,Total_series_values
2016-04-19,11,3506
2016-04-19,12,3913
2016-04-19,13,4243
2016-04-19,14,4443
2016-04-19,15,4409
2016-04-19,16,4156
2016-04-19,17,3882
2016-04-19,18,3450
2016-04-19,19,2509
2016-04-19,20,1972
2016-04-19,21,1773
2016-04-19,22,1676
2016-04-19,23,1515
2016-04-20,0,1474
2016-04-20,1,1446
2016-04-20,2,1427
2016-04-20,3,1406
2016-04-20,4,1415
2016-04-20,5,1492
2016-04-20,6,1510
2016-04-20,7,1832
2016-04-20,8,2279
2016-04-20,9,2863
2016-04-20,10,3338
2016-04-20,11,3948
2016-04-20,12,4254
2016-04-20,13,4531
2016-04-20,14,4578
2016-04-20,15,4460
2016-04-20,16,4313
2016-04-20,17,4063
2016-04-20,18,3590
2016-04-20,19,2583
2016-04-20,20,2079
2016-04-20,21,1873
2016-04-20,22,1603
2016-04-20,23,1381
2016-04-21,0,1302
2016-04-21,1,1268
2016-04-21,2,1257
2016-04-21,3,1277
2016-04-21,4,1326
2016-04-21,5,1493
2016-04-21,6,1541
2016-04-21,7,2038
2016-04-21,8,2495
2016-04-21,9,3057
2016-04-21,10,3410
2016-04-21,11,3839
2016-04-21,12,4251
2016-04-21,13,4438
2016-04-21,14,4372
2016-04-21,15,4067
2016-04-21,16,3637
2016-04-21,17,3392
2016-04-21,18,3087
2016-04-21,19,2430
2016-04-21,20,1985
2016-04-21,21,1819
2016-04-21,22,1573
2016-04-21,23,1359
2016-04-22,0,1285
2016-04-22,1,1264
2016-04-22,2,1215
2016-04-22,3,1128
2016-04-22,4,1155
2016-04-22,5,1328
2016-04-22,6,1428
2016-04-22,7,1711
2016-04-22,8,2145
2016-04-22,9,2764
2016-04-22,10,3088
2016-04-22,11,3332
2016-04-22,12,3465
2016-04-22,13,3620
2016-04-22,14,3541
2016-04-22,15,3356
2016-04-22,16,3173
2016-04-22,17,2957
2016-04-22,18,2627
2016-04-22,19,1990
2016-04-22,20,1655
2016-04-22,21,1532
2016-04-22,22,1319
2016-04-22,23,1118
2016-04-23,0,1045
2016-04-23,1,1000
2016-04-23,2,991
2016-04-23,3,986
2016-04-23,4,981
2016-04-23,5,992
2016-04-23,6,975
2016-04-23,7,992
2016-04-23,8,1042
2016-04-23,9,1065
2016-04-23,10,1041
2016-04-23,11,1152
2016-04-23,12,1216
2016-04-23,13,1179
2016-04-23,14,1209
2016-04-23,15,1206
2016-04-23,16,1173
2016-04-23,17,1089
2016-04-23,18,1070
2016-04-23,19,1081
2016-04-23,20,1072
2016-04-23,21,1083
2016-04-23,22,1082
2016-04-23,23,1140
2016-04-24,0,1142
2016-04-24,1,1028
2016-04-24,2,980
2016-04-24,3,979
2016-04-24,4,995
2016-04-24,5,991
2016-04-24,6,979
2016-04-24,7,976
2016-04-24,8,958
2016-04-24,9,889
2016-04-24,10,841
2016-04-24,11,868
2016-04-24,12,850
2016-04-24,13,822
2016-04-24,14,819
2016-04-24,15,877
2016-04-24,16,923
2016-04-24,17,1004
2016-04-24,18,1046
2016-04-24,19,1073
2016-04-24,20,1056
2016-04-24,21,1033
2016-04-24,22,1034
2016-04-24,23,1042
2016-04-25,0,1011
2016-04-25,1,979
2016-04-25,2,963
2016-04-25,3,978
2016-04-25,4,984
2016-04-25,5,999
2016-04-25,6,1001
2016-04-25,7,1453
2016-04-25,8,1514
2016-04-25,9,1427
2016-04-25,10,1288
2016-04-25,11,1332
2016-04-25,12,1348
2016-04-25,13,1380
2016-04-25,14,1473
2016-04-25,15,1608
2016-04-25,16,1662
2016-04-25,17,1653
2016-04-25,18,1588
2016-04-25,19,1349
2016-04-25,20,1255
2016-04-25,21,1230
2016-04-25,22,1200
2016-04-25,23,1102
2016-04-26,0,1066
2016-04-26,1,1055
2016-04-26,2,1058
2016-04-26,3,1033
2016-04-26,4,1150
2016-04-26,5,1255
2016-04-26,6,1306
2016-04-26,7,1661
2016-04-26,8,2175
2016-04-26,9,2752
2016-04-26,10,2993
2016-04-26,11,3348
2016-04-26,12,3678
2016-04-26,13,4025
2016-04-26,14,4107
2016-04-26,15,4044
2016-04-26,16,3946
2016-04-26,17,3728
2016-04-26,18,3157
2016-04-26,19,2352
2016-04-26,20,1930
2016-04-26,21,1767
2016-04-26,22,1541
2016-04-26,23,1335
2016-04-27,0,1258
2016-04-27,1,1209
2016-04-27,2,1190
2016-04-27,3,1185
2016-04-27,4,1277
2016-04-27,5,1416
2016-04-27,6,1515
2016-04-27,7,1875
2016-04-27,8,2393
2016-04-27,9,2969
2016-04-27,10,3332
2016-04-27,11,3740
2016-04-27,12,4152
2016-04-27,13,4453
2016-04-27,14,4484
2016-04-27,15,4448
2016-04-27,16,4164
2016-04-27,17,3814
2016-04-27,18,3452
2016-04-27,19,2559
2016-04-27,20,2049
2016-04-27,21,1884
2016-04-27,22,1640
2016-04-27,23,1412
2016-04-28,0,1297
2016-04-28,1,1294
2016-04-28,2,1258
2016-04-28,3,1247
2016-04-28,4,1317
2016-04-28,5,1493
2016-04-28,6,1550
2016-04-28,7,2092
2016-04-28,8,2596
2016-04-28,9,3151
2016-04-28,10,3558
2016-04-28,11,3935
2016-04-28,12,4161
2016-04-28,13,4243
2016-04-28,14,4274
2016-04-28,15,4223
2016-04-28,16,4057
2016-04-28,17,3774
2016-04-28,18,3243
2016-04-28,19,2420
2016-04-28,20,2001
2016-04-28,21,1837
2016-04-28,22,1624
2016-04-28,23,1465
2016-04-29,0,1372
2016-04-29,1,1322
2016-04-29,2,1273
2016-04-29,3,1218
2016-04-29,4,1291
2016-04-29,5,1479
2016-04-29,6,1499
2016-04-29,7,2118
2016-04-29,8,2547
2016-04-29,9,3091
2016-04-29,10,3353
2016-04-29,11,3655
2016-04-29,12,3894
2016-04-29,13,3884
2016-04-29,14,3801
2016-04-29,15,3525
2016-04-29,16,3242
2016-04-29,17,2960
2016-04-29,18,2630
2016-04-29,19,2118
2016-04-29,20,1778
2016-04-29,21,1640
2016-04-29,22,1442
2016-04-29,23,1276
2016-04-30,0,1189
2016-04-30,1,1166
2016-04-30,2,1152
2016-04-30,3,1145
2016-04-30,4,1156
2016-04-30,5,1172
2016-04-30,6,1170
2016-04-30,7,1147
2016-04-30,8,1224
2016-04-30,9,1249
2016-04-30,10,1185
2016-04-30,11,1188
2016-04-30,12,1235
2016-04-30,13,1284
2016-04-30,14,1371
2016-04-30,15,1333
2016-04-30,16,1276
2016-04-30,17,1255
2016-04-30,18,1249
2016-04-30,19,1239
2016-04-30,20,1230
2016-04-30,21,1204
2016-04-30,22,1184
2016-04-30,23,1177
2016-05-01,0,1164
2016-05-01,1,1148
2016-05-01,2,1138
2016-05-01,3,1124
2016-05-01,4,1075
2016-05-01,5,1033
2016-05-01,6,970
2016-05-01,7,952
2016-05-01,8,949
2016-05-01,9,960
2016-05-01,10,904
2016-05-01,11,959
2016-05-01,12,1002
2016-05-01,13,975
2016-05-01,14,952
2016-05-01,15,948
2016-05-01,16,942
2016-05-01,17,973
2016-05-01,18,1014
2016-05-01,19,1006
2016-05-01,20,1000
2016-05-01,21,1018
2016-05-01,22,988
2016-05-01,23,982
2016-05-02,0,963
2016-05-02,1,944
2016-05-02,2,958
2016-05-02,3,967
2016-05-02,4,1043
2016-05-02,5,1188
2016-05-02,6,1285
2016-05-02,7,1916
2016-05-02,8,2486
2016-05-02,9,3058
2016-05-02,10,3268
2016-05-02,11,3372
2016-05-02,12,3442
2016-05-02,13,3390
2016-05-02,14,3374
2016-05-02,15,3226
2016-05-02,16,2975
2016-05-02,17,2845
2016-05-02,18,2569
2016-05-02,19,2028
2016-05-02,20,1711
2016-05-02,21,1554
2016-05-02,22,1253
2016-05-02,23,1047
2016-05-03,0,1014
2016-05-03,1,983
2016-05-03,2,966
2016-05-03,3,970
2016-05-03,4,1059
2016-05-03,5,1196
2016-05-03,6,1286
2016-05-03,7,1844
2016-05-03,8,2378
2016-05-03,9,2904
2016-05-03,10,3022
2016-05-03,11,3223
2016-05-03,12,3451
2016-05-03,13,3651
2016-05-03,14,3727
2016-05-03,15,3487
2016-05-03,16,3311
2016-05-03,17,3085
2016-05-03,18,2711
2016-05-03,19,2056
2016-05-03,20,1698
2016-05-03,21,1514
2016-05-03,22,1292
2016-05-03,23,1121
2016-05-04,0,1087
2016-05-04,1,1085
2016-05-04,2,1054
2016-05-04,3,1050
2016-05-04,4,1145
2016-05-04,5,1308
2016-05-04,6,1355
2016-05-04,7,1908
2016-05-04,8,2449
2016-05-04,9,2934
2016-05-04,10,3137
2016-05-04,11,3185
2016-05-04,12,3276
2016-05-04,13,3451
2016-05-04,14,3506
2016-05-04,15,3370
2016-05-04,16,3225
2016-05-04,17,3030
2016-05-04,18,2775
2016-05-04,19,2195
2016-05-04,20,1841
2016-05-04,21,1657
2016-05-04,22,1334
2016-05-04,23,1132
2016-05-05,0,1069
2016-05-05,1,1033
2016-05-05,2,1030
2016-05-05,3,1020
2016-05-05,4,1100
2016-05-05,5,1257
2016-05-05,6,1345
2016-05-05,7,1801
2016-05-05,8,2284
2016-05-05,9,2897
2016-05-05,10,3175
2016-05-05,11,3284
2016-05-05,12,3311
2016-05-05,13,3468
2016-05-05,14,3577
2016-05-05,15,3578
2016-05-05,16,3353
2016-05-05,17,3133
2016-05-05,18,2817
2016-05-05,19,2224
2016-05-05,20,1846
2016-05-05,21,1713
2016-05-05,22,1566
2016-05-05,23,1335
2016-05-06,0,1266
2016-05-06,1,1219
2016-05-06,2,1192
2016-05-06,3,1185
2016-05-06,4,1253
2016-05-06,5,1435
2016-05-06,6,1494
2016-05-06,7,1805
2016-05-06,8,2286
2016-05-06,9,2880
2016-05-06,10,3039
2016-05-06,11,3196
2016-05-06,12,3533
2016-05-06,13,3844
2016-05-06,14,3925
2016-05-06,15,3853
2016-05-06,16,3600
2016-05-06,17,3344
2016-05-06,18,2729
2016-05-06,19,2088
2016-05-06,20,1774
2016-05-06,21,1630
2016-05-06,22,1420
2016-05-06,23,1189
2016-05-07,0,1099
2016-05-07,1,1046
2016-05-07,2,1047
2016-05-07,3,1019
2016-05-07,4,1032
2016-05-07,5,1031
2016-05-07,6,1013
2016-05-07,7,996
2016-05-07,8,1100
2016-05-07,9,1082
2016-05-07,10,1040
2016-05-07,11,1038
2016-05-07,12,1031
2016-05-07,13,1034
2016-05-07,14,1087
2016-05-07,15,1149
2016-05-07,16,1152
2016-05-07,17,1157
2016-05-07,18,1169
2016-05-07,19,1169
2016-05-07,20,1147
2016-05-07,21,1125
2016-05-07,22,1114
2016-05-07,23,1106
2016-05-08,0,1077
2016-05-08,1,1023
2016-05-08,2,1023
2016-05-08,3,995
2016-05-08,4,993
2016-05-08,5,1005
2016-05-08,6,996
2016-05-08,7,977
2016-05-08,8,1008
2016-05-08,9,1023
2016-05-08,10,1021
2016-05-08,11,1014
2016-05-08,12,1012
2016-05-08,13,997
2016-05-08,14,1001
2016-05-08,15,1010
2016-05-08,16,1015
2016-05-08,17,1046
2016-05-08,18,1035
2016-05-08,19,1034
2016-05-08,20,1036
2016-05-08,21,1030
2016-05-08,22,1007
2016-05-08,23,979
2016-05-09,0,990
2016-05-09,1,990
2016-05-09,2,985
2016-05-09,3,975
2016-05-09,4,1059
2016-05-09,5,1244
2016-05-09,6,1293
2016-05-09,7,1658
2016-05-09,8,2128
2016-05-09,9,2469
2016-05-09,10,3003
2016-05-09,11,3474
2016-05-09,12,3916
2016-05-09,13,3854
2016-05-09,14,3517
2016-05-09,15,3166
2016-05-09,16,3095
2016-05-09,17,2935
2016-05-09,18,2523
2016-05-09,19,1960
2016-05-09,20,1749
2016-05-09,21,1590
2016-05-09,22,1310
2016-05-09,23,1145
2016-05-10,0,1152
2016-05-10,1,1143
2016-05-10,2,1124
2016-05-10,3,1051
2016-05-10,4,1097
2016-05-10,5,1243
2016-05-10,6,1311
2016-05-10,7,1659
2016-05-10,8,2285
2016-05-10,9,2903
2016-05-10,10,3157
2016-05-10,11,3444
2016-05-10,12,3483
2016-05-10,13,3519
2016-05-10,14,3401
2016-05-10,15,3269
2016-05-10,16,3093
2016-05-10,17,2927
2016-05-10,18,2573
2016-05-10,19,2066
2016-05-10,20,1782
2016-05-10,21,1666
2016-05-10,22,1410
2016-05-10,23,1185
2016-05-11,0,1112
2016-05-11,1,1041
2016-05-11,2,1005
2016-05-11,3,991
2016-05-11,4,1060
2016-05-11,5,1216
2016-05-11,6,1308
2016-05-11,7,1795
2016-05-11,8,2294
2016-05-11,9,2849
2016-05-11,10,3140
2016-05-11,11,3299
2016-05-11,12,3483
2016-05-11,13,3601
2016-05-11,14,3561
2016-05-11,15,3387
2016-05-11,16,3159
2016-05-11,17,3070
2016-05-11,18,2835
2016-05-11,19,2178
2016-05-11,20,1807
2016-05-11,21,1637
2016-05-11,22,1402
2016-05-11,23,1168
2016-05-12,0,1097
2016-05-12,1,1074
2016-05-12,2,1083
2016-05-12,3,1076
2016-05-12,4,1132
2016-05-12,5,1308
2016-05-12,6,1408
2016-05-12,7,1832
2016-05-12,8,2304
2016-05-12,9,2968
2016-05-12,10,3245
2016-05-12,11,3405
2016-05-12,12,3436
2016-05-12,13,3624
2016-05-12,14,3619
2016-05-12,15,3659
2016-05-12,16,3590
2016-05-12,17,3317
2016-05-12,18,2834
2016-05-12,19,2208
2016-05-12,20,1819
2016-05-12,21,1699
2016-05-12,22,1468
2016-05-12,23,1258
2016-05-13,0,1224
2016-05-13,1,1195
2016-05-13,2,1145
2016-05-13,3,1126
2016-05-13,4,1196
2016-05-13,5,1424
2016-05-13,6,1474
2016-05-13,7,1822
2016-05-13,8,2456
2016-05-13,9,2970
2016-05-13,10,3225
2016-05-13,11,3410
2016-05-13,12,3444
2016-05-13,13,3572
2016-05-13,14,3637
2016-05-13,15,3611
2016-05-13,16,3393
2016-05-13,17,3234
2016-05-13,18,2856
2016-05-13,19,2290
2016-05-13,20,1972
2016-05-13,21,1820
2016-05-13,22,1533
2016-05-13,23,1379
2016-05-14,0,1329
2016-05-14,1,1251
2016-05-14,2,1219
2016-05-14,3,1213
2016-05-14,4,1137
2016-05-14,5,1121
2016-05-14,6,1103
2016-05-14,7,1138
2016-05-14,8,1254
2016-05-14,9,1291
2016-05-14,10,1220
2016-05-14,11,1322
2016-05-14,12,1397
2016-05-14,13,1390
2016-05-14,14,1357
2016-05-14,15,1351
2016-05-14,16,1319
2016-05-14,17,1314
2016-05-14,18,1382
2016-05-14,19,1422
2016-05-14,20,1359
2016-05-14,21,1366
2016-05-14,22,1352
2016-05-14,23,1311
2016-05-15,0,1246
2016-05-15,1,1219
2016-05-15,2,1192
2016-05-15,3,1193
2016-05-15,4,1199
2016-05-15,5,1209
2016-05-15,6,1179
2016-05-15,7,1180
2016-05-15,8,1166
2016-05-15,9,1169
2016-05-15,10,1115
2016-05-15,11,1033
2016-05-15,12,1078
2016-05-15,13,1031
2016-05-15,14,1071
2016-05-15,15,1098
2016-05-15,16,1106
2016-05-15,17,1111
2016-05-15,18,1157
2016-05-15,19,1157
2016-05-15,20,1098
2016-05-15,21,1056
2016-05-15,22,1045
2016-05-15,23,1032
2016-05-16,0,1025
2016-05-16,1,1009
2016-05-16,2,998
2016-05-16,3,1014
2016-05-16,4,1089
2016-05-16,5,1244
2016-05-16,6,1315
2016-05-16,7,1903
2016-05-16,8,2501
2016-05-16,9,3044
2016-05-16,10,3216
2016-05-16,11,3243
2016-05-16,12,3368
2016-05-16,13,3705
2016-05-16,14,3789
2016-05-16,15,3709
2016-05-16,16,3549
2016-05-16,17,3405
2016-05-16,18,3129
2016-05-16,19,2571
2016-05-16,20,2277
2016-05-16,21,2094
2016-05-16,22,1868
2016-05-16,23,1730
2016-05-17,0,1425
2016-05-17,1,1206
2016-05-17,2,1113
2016-05-17,3,1099
2016-05-17,4,1190
2016-05-17,5,1358
2016-05-17,6,1416
2016-05-17,7,1798
2016-05-17,8,2302
2016-05-17,9,2857
2016-05-17,10,3261
2016-05-17,11,3501
2016-05-17,12,3591
2016-05-17,13,3772
2016-05-17,14,3777
2016-05-17,15,3685
2016-05-17,16,3543
2016-05-17,17,3444
2016-05-17,18,3145
2016-05-17,19,2608
2016-05-17,20,2223
2016-05-17,21,2024
2016-05-17,22,1897
2016-05-17,23,1760
2016-05-18,0,1499
2016-05-18,1,1247
2016-05-18,2,1167
2016-05-18,3,1148
2016-05-18,4,1189
2016-05-18,5,1363
2016-05-18,6,1431
2016-05-18,7,1820
2016-05-18,8,2317
2016-05-18,9,3028
2016-05-18,10,3407
2016-05-18,11,3615
2016-05-18,12,3661
2016-05-18,13,3942
2016-05-18,14,3955
2016-05-18,15,3811
2016-05-18,16,3622
2016-05-18,17,3392
2016-05-18,18,3164
2016-05-18,19,2568
2016-05-18,20,2085
2016-05-18,21,1807
2016-05-18,22,1523
2016-05-18,23,1334
2016-05-19,0,1254
2016-05-19,1,1156
2016-05-19,2,1119
2016-05-19,3,1119
2016-05-19,4,1165
2016-05-19,5,1318
2016-05-19,6,1427
2016-05-19,7,1778
2016-05-19,8,2296
2016-05-19,9,2903
2016-05-19,10,3207
2016-05-19,11,3496
2016-05-19,12,3630
2016-05-19,13,3798
2016-05-19,14,3836
2016-05-19,15,3733
2016-05-19,16,3523
2016-05-19,17,3308
2016-05-19,18,3043
2016-05-19,19,2552
2016-05-19,20,2175
2016-05-19,21,1976
2016-05-19,22,1846
2016-05-19,23,1714
2016-05-20,0,1440
2016-05-20,1,1186
2016-05-20,2,1089
2016-05-20,3,1133
2016-05-20,4,1179
2016-05-20,5,1326
2016-05-20,6,1393
2016-05-20,7,1832
2016-05-20,8,2372
2016-05-20,9,2942
2016-05-20,10,3037
2016-05-20,11,3269
2016-05-20,12,3292
2016-05-20,13,3455
2016-05-20,14,3300
2016-05-20,15,3300
2016-05-20,16,3138
2016-05-20,17,2944
2016-05-20,18,2588
2016-05-20,19,2040
2016-05-20,20,1715
2016-05-20,21,1563
2016-05-20,22,1334
2016-05-20,23,1127
2016-05-21,0,1080
2016-05-21,1,1062
2016-05-21,2,1053
2016-05-21,3,1085
2016-05-21,4,1063
2016-05-21,5,1076
2016-05-21,6,1060
2016-05-21,7,1055
2016-05-21,8,1191
2016-05-21,9,1236
2016-05-21,10,1221
2016-05-21,11,1234
2016-05-21,12,1225
2016-05-21,13,1271
2016-05-21,14,1249
2016-05-21,15,1332
2016-05-21,16,1280
2016-05-21,17,1210
2016-05-21,18,1196
2016-05-21,19,1214
2016-05-21,20,1214
2016-05-21,21,1212
2016-05-21,22,1197
2016-05-21,23,1141
2016-05-22,0,1130
2016-05-22,1,1102
2016-05-22,2,1068
2016-05-22,3,1066
2016-05-22,4,1050
2016-05-22,5,1059
2016-05-22,6,1052
2016-05-22,7,1045
2016-05-22,8,1098
2016-05-22,9,1065
2016-05-22,10,1024
2016-05-22,11,995
2016-05-22,12,1063
2016-05-22,13,1115
2016-05-22,14,1163
2016-05-22,15,1176
2016-05-22,16,1221
2016-05-22,17,1239
2016-05-22,18,1222
2016-05-22,19,1195
2016-05-22,20,1185
2016-05-22,21,1265
2016-05-22,22,1268
2016-05-22,23,1281
2016-05-23,0,1282
2016-05-23,1,1190
2016-05-23,2,1172
2016-05-23,3,1101
2016-05-23,4,1112
2016-05-23,5,1277
2016-05-23,6,1328
2016-05-23,7,1730
2016-05-23,8,2221
2016-05-23,9,2922
2016-05-23,10,3221
2016-05-23,11,3373
2016-05-23,12,3529
2016-05-23,13,3622
2016-05-23,14,3646
2016-05-23,15,3609
2016-05-23,16,3497
2016-05-23,17,3296
2016-05-23,18,2982
2016-05-23,19,2521
2016-05-23,20,2174
2016-05-23,21,1950
2016-05-23,22,1789
2016-05-23,23,1683
2016-05-24,0,1462
2016-05-24,1,1144
2016-05-24,2,1063
2016-05-24,3,1070
2016-05-24,4,1126
2016-05-24,5,1273
2016-05-24,6,1367
2016-05-24,7,1957
2016-05-24,8,2475
2016-05-24,9,3028
2016-05-24,10,3284
2016-05-24,11,3476
2016-05-24,12,3546
2016-05-24,13,3633
2016-05-24,14,3672
2016-05-24,15,3604
2016-05-24,16,3412
2016-05-24,17,3263
2016-05-24,18,3019
2016-05-24,19,2555
2016-05-24,20,2190
2016-05-24,21,1959
2016-05-24,22,1845
2016-05-24,23,1701
2016-05-25,0,1555
2016-05-25,1,1292
2016-05-25,2,1156
2016-05-25,3,1118
2016-05-25,4,1238
2016-05-25,5,1379
2016-05-25,6,1478
2016-05-25,7,2106
2016-05-25,8,2617
2016-05-25,9,3242
2016-05-25,10,3554
2016-05-25,11,3720
2016-05-25,12,3802
2016-05-25,13,3843
2016-05-25,14,3885
2016-05-25,15,3746
2016-05-25,16,3597
2016-05-25,17,3291
2016-05-25,18,3017
2016-05-25,19,2356
2016-05-25,20,1898
2016-05-25,21,1653
2016-05-25,22,1429
2016-05-25,23,1249
2016-05-26,0,1193
2016-05-26,1,1164
2016-05-26,2,1153
2016-05-26,3,1128
2016-05-26,4,1210
2016-05-26,5,1369
2016-05-26,6,1448
2016-05-26,7,2072
2016-05-26,8,2474
2016-05-26,9,3083
2016-05-26,10,3438
2016-05-26,11,3655
2016-05-26,12,3765
2016-05-26,13,3910
2016-05-26,14,3835
2016-05-26,15,3712
2016-05-26,16,3579
2016-05-26,17,3460
2016-05-26,18,3090
2016-05-26,19,2577
2016-05-26,20,2246
2016-05-26,21,1997
2016-05-26,22,1915
2016-05-26,23,1863
2016-05-27,0,1635
2016-05-27,1,1318
2016-05-27,2,1146
2016-05-27,3,1098
2016-05-27,4,1155
2016-05-27,5,1344
2016-05-27,6,1493
2016-05-27,7,2220
2016-05-27,8,2806
2016-05-27,9,3266
2016-05-27,10,3383
2016-05-27,11,3411
2016-05-27,12,3537
2016-05-27,13,3705
2016-05-27,14,3553
2016-05-27,15,3341
2016-05-27,16,3127
2016-05-27,17,3015
2016-05-27,18,2624
2016-05-27,19,1957
2016-05-27,20,1620
2016-05-27,21,1463
2016-05-27,22,1245
2016-05-27,23,1124
2016-05-28,0,1095
2016-05-28,1,1062
2016-05-28,2,1073
2016-05-28,3,1077
2016-05-28,4,1058
2016-05-28,5,1064
2016-05-28,6,1065
2016-05-28,7,1088
2016-05-28,8,1183
2016-05-28,9,1209
2016-05-28,10,1133
2016-05-28,11,1075
2016-05-28,12,1199
2016-05-28,13,1199
2016-05-28,14,1202
2016-05-28,15,1205
2016-05-28,16,1306
2016-05-28,17,1181
2016-05-28,18,1188
2016-05-28,19,1244
2016-05-28,20,1193
2016-05-28,21,1172
2016-05-28,22,1178
2016-05-28,23,1180
2016-05-29,0,1174
2016-05-29,1,1124
2016-05-29,2,1114
2016-05-29,3,1110
2016-05-29,4,1123
2016-05-29,5,1119
2016-05-29,6,1110
2016-05-29,7,1129
2016-05-29,8,1130
2016-05-29,9,1104
2016-05-29,10,1078
2016-05-29,11,1075
2016-05-29,12,1076
2016-05-29,13,1031
2016-05-29,14,1049
2016-05-29,15,1099
2016-05-29,16,1154
2016-05-29,17,1183
2016-05-29,18,1185
2016-05-29,19,1172
2016-05-29,20,1165
2016-05-29,21,1149
2016-05-29,22,1090
2016-05-29,23,1090
2016-05-30,0,1132
2016-05-30,1,1114
2016-05-30,2,1098
2016-05-30,3,1105
2016-05-30,4,1150
2016-05-30,5,1275
2016-05-30,6,1348
2016-05-30,7,2134
2016-05-30,8,2752
2016-05-30,9,3118
2016-05-30,10,3188
2016-05-30,11,3163
2016-05-30,12,3129
2016-05-30,13,3228
2016-05-30,14,3285
2016-05-30,15,3142
2016-05-30,16,3065
2016-05-30,17,2918
2016-05-30,18,2440
2016-05-30,19,1759
2016-05-30,20,1520
2016-05-30,21,1431
2016-05-30,22,1309
2016-05-30,23,1198
2016-05-31,0,1160
2016-05-31,1,1165
2016-05-31,2,1141
2016-05-31,3,1135
2016-05-31,4,1169
2016-05-31,5,1312
2016-05-31,6,1395
2016-05-31,7,2230
2016-05-31,8,2786
2016-05-31,9,3216
2016-05-31,10,3376
2016-05-31,11,3347
2016-05-31,12,3221
2016-05-31,13,3250
2016-05-31,14,3206
2016-05-31,15,3163
2016-05-31,16,2964
2016-05-31,17,2807
2016-05-31,18,2422
2016-05-31,19,1857
2016-05-31,20,1588
2016-05-31,21,1470
2016-05-31,22,1336
2016-05-31,23,1192
2016-06-01,0,1102
2016-06-01,1,1078
2016-06-01,2,1055
2016-06-01,3,1036
2016-06-01,4,1071
2016-06-01,5,1228
2016-06-01,6,1321
2016-06-01,7,2038
2016-06-01,8,2581
2016-06-01,9,3080
2016-06-01,10,3437
2016-06-01,11,3539
2016-06-01,12,3497
2016-06-01,13,3561
2016-06-01,14,3504
2016-06-01,15,3335
2016-06-01,16,3171
2016-06-01,17,2991
2016-06-01,18,2602
2016-06-01,19,2026
2016-06-01,20,1719
2016-06-01,21,1584
2016-06-01,22,1376
2016-06-01,23,1208
2016-06-02,0,1151
2016-06-02,1,1144
2016-06-02,2,1123
2016-06-02,3,1128
2016-06-02,4,1189
2016-06-02,5,1304
2016-06-02,6,1399
2016-06-02,7,2122
2016-06-02,8,2686
2016-06-02,9,3231
2016-06-02,10,3427
2016-06-02,11,3375
2016-06-02,12,3319
2016-06-02,13,3434
2016-06-02,14,3512
2016-06-02,15,3326
2016-06-02,16,3104
2016-06-02,17,3016
2016-06-02,18,2647
2016-06-02,19,2048
2016-06-02,20,1747
2016-06-02,21,1628
2016-06-02,22,1475
2016-06-02,23,1285
2016-06-03,0,1236
2016-06-03,1,1179
2016-06-03,2,1124
2016-06-03,3,1124
2016-06-03,4,1203
2016-06-03,5,1354
2016-06-03,6,1429
2016-06-03,7,2082
2016-06-03,8,2500
2016-06-03,9,3027
2016-06-03,10,3267
2016-06-03,11,3323
2016-06-03,12,3239
2016-06-03,13,3313
2016-06-03,14,3105
2016-06-03,15,3078
2016-06-03,16,3027
2016-06-03,17,2875
2016-06-03,18,2439
2016-06-03,19,1942
2016-06-03,20,1661
2016-06-03,21,1545
2016-06-03,22,1410
2016-06-03,23,1204
2016-06-04,0,1178
2016-06-04,1,1128
2016-06-04,2,1138
2016-06-04,3,1094
2016-06-04,4,1076
2016-06-04,5,1172
2016-06-04,6,1111
2016-06-04,7,1122
2016-06-04,8,1163
2016-06-04,9,1214
2016-06-04,10,1216
2016-06-04,11,1257
2016-06-04,12,1287
2016-06-04,13,1274
2016-06-04,14,1307
2016-06-04,15,1296
2016-06-04,16,1291
2016-06-04,17,1217
2016-06-04,18,1213
2016-06-04,19,1238
2016-06-04,20,1226
2016-06-04,21,1235
2016-06-04,22,1237
2016-06-04,23,1188
2016-06-05,0,1193
2016-06-05,1,1167
2016-06-05,2,1138
2016-06-05,3,1129
2016-06-05,4,1146
2016-06-05,5,1146
2016-06-05,6,1117
2016-06-05,7,1099
2016-06-05,8,1078
2016-06-05,9,1108
2016-06-05,10,1117
2016-06-05,11,1065
2016-06-05,12,1009
2016-06-05,13,1074
2016-06-05,14,1130
2016-06-05,15,1170
2016-06-05,16,1183
2016-06-05,17,1178
2016-06-05,18,1197
2016-06-05,19,1231
2016-06-05,20,1207
2016-06-05,21,1190
2016-06-05,22,1152
2016-06-05,23,1116
2016-06-06,0,1117
2016-06-06,1,1072
2016-06-06,2,1041
2016-06-06,3,1072
2016-06-06,4,1114
2016-06-06,5,1253
2016-06-06,6,1383
2016-06-06,7,2051
2016-06-06,8,2564
2016-06-06,9,3102
2016-06-06,10,3311
2016-06-06,11,3245
2016-06-06,12,3315
2016-06-06,13,3363
2016-06-06,14,3425
2016-06-06,15,3222
2016-06-06,16,3118
2016-06-06,17,2883
2016-06-06,18,2436
2016-06-06,19,1859
2016-06-06,20,1537
2016-06-06,21,1426
2016-06-06,22,1288
2016-06-06,23,1173
2016-06-07,0,1115
2016-06-07,1,1131
2016-06-07,2,1116
2016-06-07,3,1108
2016-06-07,4,1165
